trait,rid,pathway,n_genes,n_high_i2_genes,frac_high_i2,fisher_p,bh_q,ld_block_perm_p,ld_block_perm_q,fdr_significant
BMI,R-HSA-9851695,Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes,128,125,0.976562,0.148555,1,0.00995025,0.0149793,False
BMI,R-HSA-1489509,DAG and IP3 signaling,40,40,1,0.148718,1,0.00497512,0.00772092,False
BMI,R-HSA-425410,Metal ion SLC transporters,40,40,1,0.148718,1,0.00497512,0.00772092,False
BMI,R-HSA-451927,Interleukin-2 family signaling,40,40,1,0.148718,1,0.00497512,0.00772092,False
BMI,R-HSA-5654743,Signaling by FGFR4,40,40,1,0.148718,1,0.00497512,0.00772092,False
BMI,R-HSA-168256,Immune System,2130,2041,0.958216,0.150193,1,0.273632,0.354536,False
BMI,R-HSA-195253,Degradation of beta-catenin by the destruction complex,71,70,0.985915,0.151511,1,0.00497512,0.00772092,False
BMI,R-HSA-212300,PRC2 methylates histones and DNA,71,70,0.985915,0.151511,1,0.00497512,0.00772092,False
BMI,R-HSA-9013694,Signaling by NOTCH4,71,70,0.985915,0.151511,1,0.00497512,0.00772092,False
BMI,R-HSA-416476,G alpha (q) signalling events,206,200,0.970874,0.151672,1,0.0696517,0.0971751,False
BMI,R-HSA-1474165,Reproduction,154,150,0.974026,0.151694,1,0.039801,0.0570449,False
BMI,R-HSA-1852241,Organelle biogenesis and maintenance,281,272,0.967972,0.153765,1,0.079602,0.11034,False
BMI,R-HSA-5610787,Hedgehog 'off' state,99,97,0.979798,0.155285,1,0.00497512,0.00772092,False
BMI,R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,39,39,1,0.155982,1,0.00497512,0.00772092,False
BMI,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,39,39,1,0.155982,1,0.00497512,0.00772092,False
BMI,R-HSA-5654741,Signaling by FGFR3,39,39,1,0.155982,1,0.00497512,0.00772092,False
BMI,R-HSA-76009,Platelet Aggregation (Plug Formation),39,39,1,0.155982,1,0.00497512,0.00772092,False
BMI,R-HSA-9656223,Signaling by RAF1 mutants,39,39,1,0.155982,1,0.00497512,0.00772092,False
BMI,R-HSA-2299718,Condensation of Prophase Chromosomes,70,69,0.985714,0.157179,1,0.00497512,0.00772092,False
BMI,R-HSA-5685942,HDR through Homologous Recombination (HRR),70,69,0.985714,0.157179,1,0.00497512,0.00772092,False
BMI,R-HSA-9020702,Interleukin-1 signaling,98,96,0.979592,0.160234,1,0.00497512,0.00772092,False
BMI,R-HSA-1483206,Glycerophospholipid biosynthesis,125,122,0.976,0.16163,1,0.00497512,0.00772092,False
BMI,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,69,68,0.985507,0.163039,1,0.00497512,0.00772092,False
BMI,R-HSA-5362517,Signaling by Retinoic Acid,38,38,1,0.163601,1,0.00497512,0.00772092,False
BMI,R-HSA-5655302,Signaling by FGFR1 in disease,38,38,1,0.163601,1,0.00497512,0.00772092,False
BMI,R-HSA-5674135,MAP2K and MAPK activation,38,38,1,0.163601,1,0.00497512,0.00772092,False
BMI,R-HSA-9607240,FLT3 Signaling,38,38,1,0.163601,1,0.00497512,0.00772092,False
BMI,R-HSA-3700989,Transcriptional Regulation by TP53,350,338,0.965714,0.167444,1,0.0696517,0.0971751,False
BMI,R-HSA-1266738,Developmental Biology,1507,1445,0.958859,0.168772,1,0.328358,0.420142,False
BMI,R-HSA-9710421,Defective pyroptosis,68,67,0.985294,0.169096,1,0.00497512,0.00772092,False
BMI,R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,68,67,0.985294,0.169096,1,0.00497512,0.00772092,False
BMI,R-HSA-6807070,PTEN Regulation,123,120,0.97561,0.170871,1,0.00497512,0.00772092,False
BMI,R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,37,37,1,0.171591,1,0.00497512,0.00772092,False
BMI,R-HSA-1660661,Sphingolipid de novo biosynthesis,37,37,1,0.171591,1,0.00497512,0.00772092,False
BMI,R-HSA-2129379,Molecules associated with elastic fibres,37,37,1,0.171591,1,0.00497512,0.00772092,False
BMI,R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,37,37,1,0.171591,1,0.00497512,0.00772092,False
BMI,R-HSA-8964043,Plasma lipoprotein clearance,37,37,1,0.171591,1,0.00497512,0.00772092,False
BMI,R-HSA-9013420,RHOU GTPase cycle,37,37,1,0.171591,1,0.00497512,0.00772092,False
BMI,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),67,66,0.985075,0.175355,1,0.00497512,0.00772092,False
BMI,R-HSA-5620920,Cargo trafficking to the periciliary membrane,67,66,0.985075,0.175355,1,0.00497512,0.00772092,False
BMI,R-HSA-5693571,Nonhomologous End-Joining (NHEJ),67,66,0.985075,0.175355,1,0.00497512,0.00772092,False
BMI,R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),67,66,0.985075,0.175355,1,0.00497512,0.00772092,False
BMI,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,122,119,0.97541,0.175654,1,0.0149254,0.0222702,False
BMI,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,274,265,0.967153,0.175845,1,0.124378,0.168937,False
BMI,R-HSA-4420097,VEGFA-VEGFR2 Pathway,95,93,0.978947,0.175906,1,0.00497512,0.00772092,False
BMI,R-HSA-2467813,Separation of Sister Chromatids,173,168,0.971098,0.179833,1,0.0746269,0.10381,False
BMI,R-HSA-111996,Ca-dependent events,36,36,1,0.179971,1,0.00497512,0.00772092,False
BMI,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,36,36,1,0.179971,1,0.00497512,0.00772092,False
BMI,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,36,36,1,0.179971,1,0.00497512,0.00772092,False
BMI,R-HSA-5689901,Metalloprotease DUBs,36,36,1,0.179971,1,0.00497512,0.00772092,False
BMI,R-HSA-75105,Fatty acyl-CoA biosynthesis,36,36,1,0.179971,1,0.00497512,0.00772092,False
BMI,R-HSA-8979227,Triglyceride metabolism,36,36,1,0.179971,1,0.00497512,0.00772092,False
BMI,R-HSA-9013424,RHOV GTPase cycle,36,36,1,0.179971,1,0.00497512,0.00772092,False
BMI,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,36,36,1,0.179971,1,0.00497512,0.00772092,False
BMI,R-HSA-9764265,Regulation of CDH1 Expression and Function,198,192,0.969697,0.181117,1,0.144279,0.19407,False
BMI,R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,198,192,0.969697,0.181117,1,0.144279,0.19407,False
BMI,R-HSA-69242,S Phase,147,143,0.972789,0.181248,1,0.0199005,0.0293965,False
BMI,R-HSA-9970672,FXIIa activates plasma kallikrein-kinin system,66,65,0.984848,0.181822,1,0.00497512,0.00772092,False
BMI,R-HSA-111465,Apoptotic cleavage of cellular proteins,35,35,1,0.18876,1,0.00497512,0.00772092,False
BMI,R-HSA-390522,Striated Muscle Contraction,35,35,1,0.18876,1,0.00497512,0.00772092,False
BMI,R-HSA-4085377,SUMOylation of SUMOylation proteins,35,35,1,0.18876,1,0.00497512,0.00772092,False
BMI,R-HSA-141424,Amplification of signal from the kinetochores,92,90,0.978261,0.192868,1,0.00497512,0.00772092,False
BMI,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,92,90,0.978261,0.192868,1,0.00497512,0.00772092,False
BMI,R-HSA-170834,Signaling by TGF-beta Receptor Complex,92,90,0.978261,0.192868,1,0.00497512,0.00772092,False
BMI,R-HSA-9018519,Estrogen-dependent gene expression,144,140,0.972222,0.195261,1,0.0497512,0.0702405,False
BMI,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,118,115,0.974576,0.195904,1,0.0199005,0.0293965,False
BMI,R-HSA-5619507,Activation of HOX genes during differentiation,118,115,0.974576,0.195904,1,0.0199005,0.0293965,False
BMI,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,194,188,0.969072,0.197425,1,0.0995025,0.136722,False
BMI,R-HSA-111933,Calmodulin induced events,34,34,1,0.197978,1,0.00497512,0.00772092,False
BMI,R-HSA-111997,CaM pathway,34,34,1,0.197978,1,0.00497512,0.00772092,False
BMI,R-HSA-187687,Signalling to ERKs,34,34,1,0.197978,1,0.00497512,0.00772092,False
BMI,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,34,34,1,0.197978,1,0.00497512,0.00772092,False
BMI,R-HSA-9833109,Evasion by RSV of host interferon responses,34,34,1,0.197978,1,0.00497512,0.00772092,False
BMI,R-HSA-9958863,SLC-mediated transport of amino acids,34,34,1,0.197978,1,0.00497512,0.00772092,False
BMI,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,91,89,0.978022,0.198821,1,0.00497512,0.00772092,False
BMI,R-HSA-877300,Interferon gamma signaling,91,89,0.978022,0.198821,1,0.00497512,0.00772092,False
BMI,R-HSA-5617833,Cilium Assembly,193,187,0.968912,0.201672,1,0.104478,0.143142,False
BMI,R-HSA-9975921,Assembly of the 9+0 primary cilium,193,187,0.968912,0.201672,1,0.104478,0.143142,False
BMI,R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,63,62,0.984127,0.202521,1,0.00497512,0.00772092,False
BMI,R-HSA-2555396,Mitotic Metaphase and Anaphase,217,210,0.967742,0.204664,1,0.139303,0.188127,False
BMI,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),314,303,0.964968,0.204721,1,0.169154,0.225858,False
BMI,R-HSA-9700206,Signaling by ALK in cancer,90,88,0.977778,0.204927,1,0.00497512,0.00772092,False
BMI,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,90,88,0.977778,0.204927,1,0.00497512,0.00772092,False
BMI,R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,33,33,1,0.207645,1,0.00497512,0.00772092,False
BMI,R-HSA-2559585,Oncogene Induced Senescence,33,33,1,0.207645,1,0.00497512,0.00772092,False
BMI,R-HSA-5654727,Negative regulation of FGFR2 signaling,33,33,1,0.207645,1,0.00497512,0.00772092,False
BMI,R-HSA-5673000,RAF activation,33,33,1,0.207645,1,0.00497512,0.00772092,False
BMI,R-HSA-8963899,Plasma lipoprotein remodeling,33,33,1,0.207645,1,0.00497512,0.00772092,False
BMI,R-HSA-9634815,Transcriptional Regulation by NPAS4,33,33,1,0.207645,1,0.00497512,0.00772092,False
BMI,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,33,33,1,0.207645,1,0.00497512,0.00772092,False
BMI,R-HSA-68882,Mitotic Anaphase,216,209,0.967593,0.208785,1,0.144279,0.19407,False
BMI,R-HSA-1442490,Collagen degradation,62,61,0.983871,0.209871,1,0.00497512,0.00772092,False
BMI,R-HSA-5334118,DNA methylation,62,61,0.983871,0.209871,1,0.00497512,0.00772092,False
BMI,R-HSA-111885,Opioid Signalling,89,87,0.977528,0.211188,1,0.00995025,0.0149793,False
BMI,R-HSA-3214815,HDACs deacetylate histones,89,87,0.977528,0.211188,1,0.00497512,0.00772092,False
BMI,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,115,112,0.973913,0.212303,1,0.0199005,0.0293965,False
BMI,R-HSA-73929,"Base-Excision Repair, AP Site Formation",61,60,0.983607,0.217455,1,0.00497512,0.00772092,False
BMI,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,88,86,0.977273,0.217608,1,0.00497512,0.00772092,False
BMI,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,32,32,1,0.217784,1,0.00497512,0.00772092,False
BMI,R-HSA-1980145,Signaling by NOTCH2,32,32,1,0.217784,1,0.00497512,0.00772092,False
BMI,R-HSA-2514856,The phototransduction cascade,32,32,1,0.217784,1,0.00497512,0.00772092,False
BMI,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),32,32,1,0.217784,1,0.00497512,0.00772092,False
BMI,R-HSA-5654726,Negative regulation of FGFR1 signaling,32,32,1,0.217784,1,0.00497512,0.00772092,False
BMI,R-HSA-5656169,Termination of translesion DNA synthesis,32,32,1,0.217784,1,0.00497512,0.00772092,False
BMI,R-HSA-9610379,HCMV Late Events,114,111,0.973684,0.218008,1,0.039801,0.0570449,False
BMI,R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,114,111,0.973684,0.218008,1,0.0199005,0.0293965,False
BMI,R-HSA-8856828,Clathrin-mediated endocytosis,139,135,0.971223,0.220503,1,0.0298507,0.0433892,False
BMI,R-HSA-9007101,Rab regulation of trafficking,113,110,0.973451,0.223833,1,0.0199005,0.0293965,False
BMI,R-HSA-190236,Signaling by FGFR,87,85,0.977011,0.224188,1,0.00497512,0.00772092,False
BMI,R-HSA-73728,RNA Polymerase I Promoter Opening,60,59,0.983333,0.22528,1,0.00497512,0.00772092,False
BMI,R-HSA-983189,Kinesins,60,59,0.983333,0.22528,1,0.00497512,0.00772092,False
BMI,R-HSA-9940465,ChAHP complex assembly,60,59,0.983333,0.22528,1,0.00497512,0.00772092,False
BMI,R-HSA-1839124,FGFR1 mutant receptor activation,31,31,1,0.228417,1,0.00497512,0.00772092,False
BMI,R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,31,31,1,0.228417,1,0.00497512,0.00772092,False
BMI,R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",31,31,1,0.228417,1,0.00497512,0.00772092,False
BMI,R-HSA-5576892,Phase 0 - rapid depolarisation,31,31,1,0.228417,1,0.00497512,0.00772092,False
BMI,R-HSA-5654687,Downstream signaling of activated FGFR1,31,31,1,0.228417,1,0.00497512,0.00772092,False
BMI,R-HSA-5663084,Diseases of carbohydrate metabolism,31,31,1,0.228417,1,0.00497512,0.00772092,False
BMI,R-HSA-9840310,Glycosphingolipid catabolism,31,31,1,0.228417,1,0.00497512,0.00772092,False
BMI,R-HSA-9932451,SWI/SNF chromatin remodelers,31,31,1,0.228417,1,0.00497512,0.00772092,False
BMI,R-HSA-9932444,ATP-dependent chromatin remodelers,187,181,0.967914,0.228617,1,0.154229,0.2071,False
BMI,R-HSA-5689603,UCH proteinases,86,84,0.976744,0.230931,1,0.00497512,0.00772092,False
BMI,R-HSA-912446,Meiotic recombination,86,84,0.976744,0.230931,1,0.00995025,0.0149793,False
BMI,R-HSA-9759194,Nuclear events mediated by NFE2L2,86,84,0.976744,0.230931,1,0.00497512,0.00772092,False
BMI,R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,59,58,0.983051,0.233349,1,0.00497512,0.00772092,False
BMI,R-HSA-110329,Cleavage of the damaged pyrimidine ,59,58,0.983051,0.233349,1,0.00497512,0.00772092,False
BMI,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),59,58,0.983051,0.233349,1,0.00497512,0.00772092,False
BMI,R-HSA-73928,Depyrimidination,59,58,0.983051,0.233349,1,0.00497512,0.00772092,False
BMI,R-HSA-8939902,Regulation of RUNX2 expression and activity,59,58,0.983051,0.233349,1,0.00497512,0.00772092,False
BMI,R-HSA-1474228,Degradation of the extracellular matrix,136,132,0.970588,0.236815,1,0.0547264,0.0768969,False
BMI,R-HSA-5358351,Signaling by Hedgehog,136,132,0.970588,0.236815,1,0.039801,0.0570449,False
BMI,R-HSA-9909615,Regulation of PD-L1(CD274) Post-translational modification,85,83,0.976471,0.237838,1,0.00497512,0.00772092,False
BMI,R-HSA-114452,Activation of BH3-only proteins,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-182971,EGFR downregulation,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-1855170,IPs transport between nucleus and cytosol,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-1855196,IP3 and IP4 transport between cytosol and nucleus,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-1855229,IP6 and IP7 transport between cytosol and nucleus,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-2022928,HS-GAG biosynthesis,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-445095,Interaction between L1 and Ankyrins,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-5213460,RIPK1-mediated regulated necrosis,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-5654733,Negative regulation of FGFR4 signaling,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-5675482,Regulation of necroptotic cell death,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-933541,TRAF6 mediated IRF7 activation,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-9764260,Regulation of Expression and Function of Type II Classical Cadherins,30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",30,30,1,0.239569,1,0.00497512,0.00772092,False
BMI,R-HSA-418594,G alpha (i) signalling events,304,293,0.963816,0.241161,1,0.169154,0.225858,False
BMI,R-HSA-6790901,rRNA modification in the nucleus and cytosol,58,57,0.982759,0.241668,1,0.00497512,0.00772092,False
BMI,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,58,57,0.982759,0.241668,1,0.00497512,0.00772092,False
BMI,R-HSA-8986944,Transcriptional Regulation by MECP2,58,57,0.982759,0.241668,1,0.00497512,0.00772092,False
BMI,R-HSA-9793380,Formation of paraxial mesoderm,58,57,0.982759,0.241668,1,0.00497512,0.00772092,False
BMI,R-HSA-9909396,Circadian clock,110,107,0.972727,0.242047,1,0.0149254,0.0222702,False
BMI,R-HSA-73894,DNA Repair,327,315,0.963303,0.243301,1,0.218905,0.288053,False
BMI,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,84,82,0.97619,0.244912,1,0.00497512,0.00772092,False
BMI,R-HSA-69618,Mitotic Spindle Checkpoint,109,106,0.972477,0.248368,1,0.0298507,0.0433892,False
BMI,R-HSA-2142753,Arachidonate metabolism,57,56,0.982456,0.250243,1,0.00497512,0.00772092,False
BMI,R-HSA-6784531,tRNA processing in the nucleus,57,56,0.982456,0.250243,1,0.00497512,0.00772092,False
BMI,R-HSA-9013406,RHOQ GTPase cycle,57,56,0.982456,0.250243,1,0.00497512,0.00772092,False
BMI,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-186763,Downstream signal transduction,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-352230,Amino acid transport across the plasma membrane,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-3928663,EPHA-mediated growth cone collapse,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-399719,Trafficking of AMPA receptors,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-4090294,SUMOylation of intracellular receptors,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-525793,Myogenesis,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-5339562,Uptake and actions of bacterial toxins,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-5654696,Downstream signaling of activated FGFR2,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-8863795,Downregulation of ERBB2 signaling,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-8941326,RUNX2 regulates bone development,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-8949613,Cristae formation,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-9022692,Regulation of MECP2 expression and activity,29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",29,29,1,0.251265,1,0.00497512,0.00772092,False
BMI,R-HSA-5668914,Diseases of metabolism,254,245,0.964567,0.252,1,0.189055,0.250728,False
BMI,R-HSA-202424,Downstream TCR signaling,83,81,0.975904,0.252154,1,0.00497512,0.00772092,False
BMI,R-HSA-3214847,HATs acetylate histones,133,129,0.969925,0.254022,1,0.134328,0.182033,False
BMI,R-HSA-3858494,Beta-catenin independent WNT signaling,133,129,0.969925,0.254022,1,0.0895522,0.123553,False
BMI,R-HSA-157579,Telomere Maintenance,108,105,0.972222,0.254814,1,0.0248756,0.0364719,False
BMI,R-HSA-9609646,HCMV Infection,157,152,0.968153,0.256916,1,0.233831,0.305819,False
BMI,R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes,157,152,0.968153,0.256916,1,0.243781,0.317952,False
BMI,R-HSA-216083,Integrin cell surface interactions,82,80,0.97561,0.259567,1,0.00995025,0.0149793,False
BMI,R-HSA-9945266,Differentiation of T cells,82,80,0.97561,0.259567,1,0.00497512,0.00772092,False
BMI,R-HSA-977225,Amyloid fiber formation,107,104,0.971963,0.261387,1,0.0447761,0.0637116,False
BMI,R-HSA-418555,G alpha (s) signalling events,156,151,0.967949,0.262434,1,0.159204,0.213295,False
BMI,R-HSA-3000157,Laminin interactions,28,28,1,0.263531,1,0.00497512,0.00772092,False
BMI,R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,28,28,1,0.263531,1,0.00497512,0.00772092,False
BMI,R-HSA-5654732,Negative regulation of FGFR3 signaling,28,28,1,0.263531,1,0.00497512,0.00772092,False
BMI,R-HSA-5683826,Surfactant metabolism,28,28,1,0.263531,1,0.00497512,0.00772092,False
BMI,R-HSA-69205,G1/S-Specific Transcription,28,28,1,0.263531,1,0.00497512,0.00772092,False
BMI,R-HSA-9682385,FLT3 signaling in disease,28,28,1,0.263531,1,0.00497512,0.00772092,False
BMI,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",28,28,1,0.263531,1,0.00497512,0.00772092,False
